classname ; numberOfBugsFoundUntil: ; numberOfNonTrivialBugsFoundUntil: ; numberOfMajorBugsFoundUntil: ; numberOfCriticalBugsFoundUntil: ; numberOfHighPriorityBugsFoundUntil: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
ext::framework::a::importer::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::reliablefile::ReliableFile ; 5 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::ServiceEvent ; 3 ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleProtectionDomainImpl ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::z::Fz ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
circularity::test::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionSet ; 7 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::BundleConstraint ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::SystemState ; 6 ; 5 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::VersionSupplier ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::ServicePermission ; 3 ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkProperties ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
nativetest::d::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::y::Ay ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ConsoleMsg ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Kx ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::equinox::launcher::Main ; 29 ; 27 ; 4 ; 2 ; 1 ; 3 ; 0 ; 1 ; 0 ; 0 ; 
nativetest::b2::Activator ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::DefaultClassLoader ; 4 ; 4 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::StartLevelEvent ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::equinox::internal::launcher::Constants ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::osgi::tests::appadmin::SimpleApp ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::stats::StatsManager ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::DirZipBundleEntry ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundlePermissionCollection ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::util::TextProcessor ; 6 ; 6 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::DependentPolicy ; 3 ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::GenericSpecificationImpl ; 1 ; 1 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::tests::services::resolver::SimplePlatformAdmin ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::Locker_JavaNio ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
thread::locktest::Class1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::b::excluded::b::BBExcluded ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::PKCS7DateParser ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::d::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::y::Ny ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::LazySimple ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Ix ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::ResolverExport ; 5 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateObjectFactoryImpl ; 16 ; 16 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::StartLevelManager ; 14 ; 14 ; 2 ; 0 ; 1 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseAppLauncher ; 6 ; 4 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::Msg ; 7 ; 7 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BundleDescriptionImpl ; 24 ; 22 ; 4 ; 2 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::Locker_JavaIo ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateMsg ; 8 ; 8 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleSource ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::storagemanager::StorageManager ; 3 ; 3 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::osgi::framework::FrameworkEvent ; 3 ; 3 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateDeltaImpl ; 4 ; 4 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::SystemBundleActivator ; 2 ; 2 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::AliasMapper ; 2 ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::DirBundleFile ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::b::excluded::a::BAExcluded ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::y::Ly ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileOutputStream ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::VersionHashMap ; 5 ; 5 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::MultiSourcePackage ; 5 ; 5 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEvent ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider ; 9 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::stats::BundleStats ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::FalseExceptionLegacy2 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::service::permissionadmin::PermissionInfo ; 3 ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList ; 4 ; 4 ; 2 ; 2 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::PluginParser ; 4 ; 4 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::c::excluded::b::CBExcluded ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::tests::bundles::BundleInstaller ; 6 ; 6 ; 1 ; 1 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::y::Jy ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
host::multiple::exports::PublicClass2 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::VersionConstraintImpl ; 2 ; 2 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::eventmgr::EventThread ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::SimpleLegacy ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::Base64 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BasePermissionStorage ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
host::multiple::exports::PrivateClass2 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceRegistryImpl ; 2 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::stats::ResourceBundleStats ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook ; 5 ; 4 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignedContentImpl ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::ResolverImpl ; 58 ; 57 ; 11 ; 4 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::c::excluded::a::CAExcluded ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
nativetest::c::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::service::resolver::DisabledInfo ; 3 ; 3 ; 0 ; 0 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 
substitutes::q::AFq ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::TrueExceptionLegacy1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::Framework ; 58 ; 53 ; 3 ; 2 ; 1 ; 13 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::service::condpermadmin::ConditionInfo ; 2 ; 2 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PermissionsHash ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::service::pluginconversion::PluginConversionException ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
nativetest::b1::Activator ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::BERProcessor ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::log::FrameworkLogEntry ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
exporter::importer::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::DevClassLoadingHook ; 2 ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::stats::ClassloaderStats ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::ClasspathManifest ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateHelperImpl ; 13 ; 11 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
circularity::test::a::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::PackagePermission ; 2 ; 2 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateWriter ; 22 ; 20 ; 2 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::BundleLocalizationImpl ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::PermissionChecker ; 4 ; 3 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::SecurePermissionStorage ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseLogHook ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::SystemBundle ; 5 ; 5 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::c::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PackageSource ; 4 ; 4 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl ; 10 ; 8 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::reference::ReferenceURLConnection ; 7 ; 6 ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::profile::DefaultProfileLogger ; 3 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::GenericCapability ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PolicyHandler ; 3 ; 3 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceUse ; 3 ; 3 ; 2 ; 1 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BundleDeltaImpl ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::profile::Profile ; 3 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::URLConverterImpl ; 2 ; 2 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::ContextFinder ; 12 ; 10 ; 4 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::BundleFile ; 5 ; 5 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::c::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::b::BChain ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
ext::extclasspath::a::importer::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::TrustEngineListener ; 3 ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Ax ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BaseDescriptionImpl ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter ; 5 ; 5 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::adaptor::LocationManager ; 20 ; 17 ; 4 ; 2 ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::PKCS7Processor ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseEnvironmentInfo ; 6 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::BundleInstallListener ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::Semaphore ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::LazyExclude1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Nx ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::b::excluded::b::BBExcluded ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::equinox::launcher::WebStartMain ; 7 ; 7 ; 3 ; 2 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::LocationHelper ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::DefaultStartupMonitor ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::ContentHandlerFactory ; 9 ; 7 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::c::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleResourceHandler ; 5 ; 5 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleHost ; 29 ; 29 ; 5 ; 1 ; 0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::BasicLocation ; 5 ; 3 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::GenericDescriptionImpl ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider ; 13 ; 9 ; 0 ; 0 ; 0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::LazyInclude1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkCommandInterpreter ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::SystemBundleData ; 3 ; 2 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BundleUpdate ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateReader ; 20 ; 19 ; 3 ; 2 ; 1 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignedBundleFile ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl ; 9 ; 9 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignedContentMessages ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::eventmgr::EventListeners ; 2 ; 2 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
xfriends::test3::Activator ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::util::NLS ; 5 ; 5 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::debug::Debug ; 6 ; 6 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PackageAdminImpl ; 40 ; 38 ; 6 ; 4 ; 0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 
