release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.1.0-org.apache.hadoop.conf.Configurable,0,2,1,0,9,2,1,2,2
0.1.0-org.apache.hadoop.conf.Configuration,0,36,1,1,58,120,562,30,938
0.1.0-org.apache.hadoop.conf.Configured,0,3,1,1,3,4,1,3,17
0.1.0-org.apache.hadoop.dfs.Block,1,17,2,0,24,38,40,14,175
0.1.0-org.apache.hadoop.dfs.BlockCommand,1,13,2,0,12,31,1,10,280
0.1.0-org.apache.hadoop.dfs.ClientProtocol,1,19,1,0,10,19,171,19,19
0.1.0-org.apache.hadoop.dfs.DataNode,1,21,4,0,35,202,53,16,1703
0.1.0-org.apache.hadoop.dfs.DatanodeInfo,0,21,2,0,23,46,66,18,229
0.1.0-org.apache.hadoop.dfs.DatanodeProtocol,1,5,1,0,4,5,10,5,5
0.1.0-org.apache.hadoop.dfs.DataNodeReport,0,7,1,0,2,16,17,7,143
0.1.0-org.apache.hadoop.dfs.DFSClient,1,47,2,0,36,199,54,33,1802
0.1.0-org.apache.hadoop.dfs.DFSFile,0,13,2,0,5,21,66,13,83
0.1.0-org.apache.hadoop.dfs.DFSFileInfo,0,14,2,0,17,38,19,11,149
0.1.0-org.apache.hadoop.dfs.DFSShell,0,16,1,0,7,61,0,9,820
0.1.0-org.apache.hadoop.dfs.DistributedFileSystem,1,37,0,0,14,110,232,32,780
0.1.0-org.apache.hadoop.dfs.FSConstants,1,1,1,0,10,3,0,0,71
0.1.0-org.apache.hadoop.dfs.FSDataset,0,24,2,0,11,75,62,19,705
0.1.0-org.apache.hadoop.dfs.FSDirectory,1,40,2,0,17,150,219,15,1624
0.1.0-org.apache.hadoop.dfs.FSNamesystem,1,59,5,0,24,187,342,40,2867
0.1.0-org.apache.hadoop.dfs.LocatedBlock,0,10,2,0,15,26,1,6,134
0.1.0-org.apache.hadoop.dfs.NameNode,1,32,1,0,17,94,0,29,787
0.1.0-org.apache.hadoop.fs.ChecksumException,0,4,1,0,3,34,6,2,215
0.1.0-org.apache.hadoop.fs.DF,0,3,0,0,8,12,0,2,43
0.1.0-org.apache.hadoop.fs.FileSystem,1,3,4,0,9,10,1,3,31
0.1.0-org.apache.hadoop.fs.FileUtil,0,14,1,0,3,39,53,11,280
0.1.0-org.apache.hadoop.fs.FSDataInputStream,0,61,6,2,77,127,927,53,711
0.1.0-org.apache.hadoop.fs.FSDataOutputStream,0,21,15,0,30,65,15,15,545
0.1.0-org.apache.hadoop.fs.FSError,0,3,4,0,2,6,1,3,40
0.1.0-org.apache.hadoop.fs.FSInputStream,0,3,3,0,2,5,1,3,25
0.1.0-org.apache.hadoop.fs.FSOutputStream,0,4,3,0,5,18,0,3,132
0.1.0-org.apache.hadoop.fs.LocalFileSystem,1,6,7,4,24,9,4,5,16
0.1.0-org.apache.hadoop.fs.Seekable,0,30,0,0,9,83,411,28,624
0.1.0-org.apache.hadoop.io.ArrayFile,0,16,1,0,9,36,0,16,133
0.1.0-org.apache.hadoop.io.ArrayWritable,0,2,0,0,2,6,1,0,16
0.1.0-org.apache.hadoop.io.BooleanWritable,0,7,0,0,12,20,0,7,88
0.1.0-org.apache.hadoop.io.BytesWritable,0,24,2,0,7,45,13,21,299
0.1.0-org.apache.hadoop.io.Closeable,0,2,0,0,2,5,1,2,42
0.1.0-org.apache.hadoop.io.CompressedWritable,0,14,1,0,3,27,0,12,175
0.1.0-org.apache.hadoop.io.DataInputBuffer,0,3,1,0,5,7,1,3,34
0.1.0-org.apache.hadoop.io.DataOutputBuffer,0,16,8,0,9,37,11,12,167
0.1.0-org.apache.hadoop.io.FloatWritable,0,6,5,0,15,12,0,5,43
0.1.0-org.apache.hadoop.io.IntWritable,0,18,4,0,5,32,17,14,173
0.1.0-org.apache.hadoop.io.LongWritable,0,16,1,0,10,31,12,14,158
0.1.0-org.apache.hadoop.io.MapFile,0,17,1,1,17,32,14,15,167
0.1.0-org.apache.hadoop.io.MD5Hash,0,18,2,4,25,95,15,14,927
0.1.0-org.apache.hadoop.io.NullWritable,0,9,1,2,13,39,16,8,225
0.1.0-org.apache.hadoop.io.ObjectWritable,0,23,1,0,6,54,75,20,550
0.1.0-org.apache.hadoop.io.SequenceFile,0,83,9,0,93,307,323,51,2121
0.1.0-org.apache.hadoop.io.SetFile,0,27,3,0,33,111,33,13,1040
0.1.0-org.apache.hadoop.io.TwoDArrayWritable,0,2,0,0,2,6,1,0,16
0.1.0-org.apache.hadoop.io.UTF8,0,8,0,0,14,18,13,8,75
0.1.0-org.apache.hadoop.io.VersionedWritable,0,7,1,0,1,19,0,7,213
0.1.0-org.apache.hadoop.io.VersionMismatchException,0,22,1,0,44,58,59,17,661
0.1.0-org.apache.hadoop.io.Writable,0,2,0,0,2,6,1,2,33
0.1.0-org.apache.hadoop.io.WritableComparable,0,4,1,0,2,8,6,4,27
0.1.0-org.apache.hadoop.io.WritableComparator,0,2,4,0,2,7,0,2,28
0.1.0-org.apache.hadoop.io.WritableFactories,0,2,1,0,86,2,1,2,2
0.1.0-org.apache.hadoop.io.WritableName,0,15,1,7,27,26,91,13,267
0.1.0-org.apache.hadoop.io.WritableUtils,0,13,3,0,47,30,9,8,173
0.1.0-org.apache.hadoop.ipc.Client,1,46,11,1,41,170,155,27,1182
0.1.0-org.apache.hadoop.mapred.ClusterStatus,0,7,4,0,10,88,1,4,564
0.1.0-org.apache.hadoop.mapred.CombiningCollector,0,2,2,0,2,22,0,2,110
0.1.0-org.apache.hadoop.mapred.FileSplit,0,11,1,0,9,19,25,6,106
0.1.0-org.apache.hadoop.mapred.InputFormat,0,2,1,0,3,4,1,1,10
0.1.0-org.apache.hadoop.mapred.InputFormatBase,1,4,1,0,9,25,0,4,136
0.1.0-org.apache.hadoop.mapred.JobClient,1,8,2,2,18,34,10,5,304
0.1.0-org.apache.hadoop.mapred.JobConf,1,5,1,0,6,5,10,5,7
0.1.0-org.apache.hadoop.mapred.JobConfigurable,0,13,1,0,15,77,36,10,601
0.1.0-org.apache.hadoop.mapred.jobdetails_jsp,0,12,1,0,5,31,0,11,170
0.1.0-org.apache.hadoop.mapred.JobInProgress,1,57,1,0,38,105,1492,55,822
0.1.0-org.apache.hadoop.mapred.JobProfile,1,23,1,0,25,135,43,21,1420
0.1.0-org.apache.hadoop.mapred.JobStatus,1,13,2,0,15,25,20,10,161
0.1.0-org.apache.hadoop.mapred.JobSubmissionProtocol,1,2,1,0,3,4,1,1,9
0.1.0-org.apache.hadoop.mapred.JobTracker,1,68,4,0,64,252,505,54,2177
0.1.0-org.apache.hadoop.mapred.jobtracker_jsp,0,2,1,0,3,4,1,1,9
0.1.0-org.apache.hadoop.mapred.JobTrackerInfoServer,0,9,3,0,7,43,0,9,323
0.1.0-org.apache.hadoop.mapred.lib.HashPartitioner,0,5,1,0,6,30,2,3,119
0.1.0-org.apache.hadoop.mapred.lib.IdentityMapper,0,2,1,0,2,5,0,1,18
0.1.0-org.apache.hadoop.mapred.lib.IdentityReducer,0,2,0,0,4,5,1,2,12
0.1.0-org.apache.hadoop.mapred.lib.InverseMapper,0,3,1,0,4,5,3,3,14
0.1.0-org.apache.hadoop.mapred.lib.LongSumReducer,0,2,0,0,6,4,1,2,10
0.1.0-org.apache.hadoop.mapred.lib.RegexMapper,0,2,0,0,6,6,1,2,16
0.1.0-org.apache.hadoop.mapred.lib.TokenCountMapper,0,2,0,0,6,4,1,2,11
0.1.0-org.apache.hadoop.mapred.LocalJobRunner,1,5,0,0,16,22,2,5,74
0.1.0-org.apache.hadoop.mapred.MapFileOutputFormat,0,18,1,0,18,37,71,11,169
0.1.0-org.apache.hadoop.mapred.MapOutputFile,0,19,3,0,30,91,50,14,544
0.1.0-org.apache.hadoop.mapred.MapOutputLocation,0,16,2,0,24,60,6,13,356
0.1.0-org.apache.hadoop.mapred.MapOutputProtocol,0,1,1,0,3,1,0,1,1
0.1.0-org.apache.hadoop.mapred.Mapper,0,10,1,0,8,24,9,8,107
0.1.0-org.apache.hadoop.mapred.MapReduceBase,0,2,1,0,3,4,1,1,9
0.1.0-org.apache.hadoop.mapred.MapRunnable,0,1,1,0,4,1,0,1,1
0.1.0-org.apache.hadoop.mapred.MapRunner,1,1,1,0,11,1,0,1,1
0.1.0-org.apache.hadoop.mapred.MapTask,1,20,3,6,49,70,44,17,341
0.1.0-org.apache.hadoop.mapred.MapTaskRunner,0,2,1,0,3,4,1,1,9
0.1.0-org.apache.hadoop.mapred.MRConstants,0,2,1,0,7,6,0,1,44
0.1.0-org.apache.hadoop.mapred.OutputCollector,0,4,1,0,5,13,0,3,64
0.1.0-org.apache.hadoop.mapred.OutputFormat,0,3,0,0,6,14,0,3,45
0.1.0-org.apache.hadoop.mapred.OutputFormatBase,0,0,1,0,3,0,0,0,4
0.1.0-org.apache.hadoop.mapred.Partitioner,0,1,1,0,17,1,0,1,1
0.1.0-org.apache.hadoop.mapred.RecordReader,0,2,1,0,6,2,1,2,2
0.1.0-org.apache.hadoop.mapred.RecordWriter,0,3,1,3,7,12,3,3,40
0.1.0-org.apache.hadoop.mapred.Reducer,0,1,1,0,7,1,0,1,1
0.1.0-org.apache.hadoop.mapred.ReduceTask,0,24,4,0,66,100,79,18,593
0.1.0-org.apache.hadoop.mapred.Reporter,0,8,1,0,7,20,12,7,154
0.1.0-org.apache.hadoop.mapred.RunningJob,0,5,0,0,16,56,2,3,307
0.1.0-org.apache.hadoop.mapred.SequenceFileInputFormat,0,2,1,0,6,9,0,1,33
0.1.0-org.apache.hadoop.mapred.SequenceFileOutputFormat,0,10,2,0,25,10,36,10,10
0.1.0-org.apache.hadoop.mapred.SequenceFileRecordReader,1,3,0,0,8,11,3,2,49
0.1.0-org.apache.hadoop.mapred.Task,1,6,1,0,14,22,3,5,93
0.1.0-org.apache.hadoop.mapred.TaskInProgress,1,6,1,0,7,20,0,6,109
0.1.0-org.apache.hadoop.mapred.TaskReport,0,16,1,2,22,27,56,16,158
0.1.0-org.apache.hadoop.mapred.TaskStatus,0,8,1,0,8,18,0,7,90
0.1.0-org.apache.hadoop.mapred.TaskTracker,1,57,9,2,62,255,116,39,1965
0.1.0-org.apache.hadoop.mapred.TaskTrackerStatus,0,5,1,0,8,15,1,2,65
0.1.0-org.apache.hadoop.mapred.TextInputFormat,0,16,2,0,17,40,42,13,200
0.1.0-org.apache.hadoop.mapred.TextOutputFormat,0,10,1,0,23,24,21,8,95
0.1.0-org.apache.hadoop.util.Daemon,0,4,1,0,6,10,0,3,50
0.1.0-org.apache.hadoop.util.LogFormatter,0,5,1,0,12,16,1,4,63
0.1.0-org.apache.hadoop.util.PrintJarMainClass,0,3,2,0,4,8,0,3,33
0.1.0-org.apache.hadoop.util.Progress,0,8,2,0,23,35,12,7,169
0.1.1-org.apache.hadoop.dfs.Block,1,17,2,0,24,38,40,14,175
0.1.1-org.apache.hadoop.dfs.ClientProtocol,1,19,1,0,10,19,171,19,19
0.1.1-org.apache.hadoop.dfs.DFSck,1,43,2,0,12,147,325,27,1695
0.1.1-org.apache.hadoop.dfs.DFSClient,1,47,2,0,36,199,54,33,1800
0.1.1-org.apache.hadoop.dfs.DistributedFileSystem,1,37,0,0,14,110,232,32,780
0.1.1-org.apache.hadoop.dfs.FSNamesystem,1,59,5,0,24,187,342,40,2860
0.1.1-org.apache.hadoop.dfs.NameNode,1,32,1,0,17,94,0,29,781
0.1.1-org.apache.hadoop.ipc.Client,1,42,12,1,32,122,154,24,844
0.1.1-org.apache.hadoop.ipc.RPC,1,25,4,0,31,102,48,12,635
0.1.1-org.apache.hadoop.ipc.Server,1,36,4,2,40,106,98,22,566
0.1.1-org.apache.hadoop.mapred.InterTrackerProtocol,1,8,1,0,13,20,0,7,84
0.1.1-org.apache.hadoop.mapred.JobClient,1,8,2,2,18,34,10,5,302
0.1.1-org.apache.hadoop.mapred.JobInProgress,1,57,1,0,38,105,1492,55,822
0.1.1-org.apache.hadoop.mapred.JobSubmissionProtocol,1,2,1,0,3,4,1,1,9
0.1.1-org.apache.hadoop.mapred.JobTracker,1,68,4,0,64,252,505,54,2174
0.1.1-org.apache.hadoop.mapred.LocalJobRunner,1,5,0,0,16,22,2,5,74
0.1.1-org.apache.hadoop.mapred.ReduceTaskRunner,1,4,3,0,8,11,0,2,58
0.1.1-org.apache.hadoop.mapred.TaskInProgress,1,6,1,0,7,20,0,6,109
0.1.1-org.apache.hadoop.mapred.TaskRunner,1,26,2,0,17,81,68,18,906
0.1.1-org.apache.hadoop.mapred.TaskTracker,1,56,9,2,55,230,113,38,1838
0.1.1-org.apache.hadoop.mapred.TaskUmbilicalProtocol,1,15,1,0,7,49,0,13,437
